Pod_Name,GPUMemAve,GPUMemMax,GPUUtilAve,GPUPowerAve
b987bd4002393011ec08b01045e6de32e845-g05-0,11131,12498,76.980,100.270
ef0171100238c011ec08bb20f3128d160513-g013-0,2897,32444,3.840,65.940
b987bd4002393011ec08b01045e6de32e845-g024-0,11135,12538,77.080,105.120
b2f3598002392011ec08b01045e6de32e845-g05-0,438,1666,24.140,49.340
e50f6cf002349011ec095370e5a7ed273c06-c03-0,0,0,0.000,43.610
b2f3598002392011ec08b01045e6de32e845-g014-0,416,1726,20.260,47.380
b09d936002376011ec08b01045e6de32e845-g017-0,11899,26446,40.350,78.590
b987bd4002393011ec08b01045e6de32e845-g016-0,11126,12578,78.070,99.860
bbe29d3002393011ec095370e5a7ed273c06-weidq970-0,413,418,70.580,256.010
b90bfa4002390011ec095370e5a7ed273c06-weidq970-0,416,418,61.420,217.480
b91859100234b011ec095370e5a7ed273c06-c01-0,0,27,0.000,49.710
b09d936002376011ec08b01045e6de32e845-g013-0,12042,26842,45.240,75.490
d86a9a6002353011ec08b01045e6de32e845-c021-0,0,0,0.000,42.330
fbea3d800234e011ec095370e5a7ed273c06-zhangch2384-0,0,0,0.000,10.220
d6c7f2b002394011ec095370e5a7ed273c06-g09-0,807,1242,0.000,45.940
bb6ccdc00238f011ec08bb20f3128d160513-c011-0,17848,20728,78.470,212.680
c3c728a002389011ec08b01045e6de32e845-g015-0,1222,1380,0.070,67.200
b74c66a002381011ec08bb20f3128d160513-g06-0,12623,23110,52.850,76.070
cda22ac002396011ec08bb20f3128d160513-g012-0,1231,1390,0.000,66.370
bafda2d002390011ec08b01045e6de32e845-c016-0,17456,20076,71.230,182.650
c3c728a002389011ec08b01045e6de32e845-g02-0,1219,1380,0.060,67.850
e717e7700236d011ec095370e5a7ed273c06-g010-0,0,0,0.000,50.470
d6c7f2b002394011ec095370e5a7ed273c06-g016-0,807,1242,0.000,45.600
d86a9a6002353011ec08b01045e6de32e845-c017-0,0,0,0.000,42.080
b987bd4002393011ec08b01045e6de32e845-g010-0,11136,12558,76.570,101.170
fd3a70100238e011ec08b01045e6de32e845-weidq970-0,430,434,65.230,208.230
e4de720002396011ec08b01045e6de32e845-g07-0,335,1242,0.280,45.860
e50f6cf002349011ec095370e5a7ed273c06-c024-0,0,0,0.000,44.070
e50f6cf002349011ec095370e5a7ed273c06-c012-0,0,0,0.000,42.830
cda22ac002396011ec08bb20f3128d160513-g017-0,1217,1390,0.020,66.870
b987bd4002393011ec08b01045e6de32e845-gushzh944-0,11219,12538,78.910,99.120
b91859100234b011ec095370e5a7ed273c06-c016-0,0,0,0.000,50.080
e717e7700236d011ec095370e5a7ed273c06-g09-0,0,0,0.000,50.090
d6c7f2b002394011ec095370e5a7ed273c06-g024-0,794,1242,0.000,45.350
c3c728a002389011ec08b01045e6de32e845-g019-0,1234,1380,0.000,68.280
b74c66a002381011ec08bb20f3128d160513-g00-0,12935,23212,54.410,81.950
b6c26f2002332011ec08bb20f3128d160513-caoshm174-0,0,0,0.000,13.520
e4de720002396011ec08b01045e6de32e845-g08-0,344,1242,0.190,43.750
fec359100234a011ec095370e5a7ed273c06-c01-0,6,13,0.060,49.700
f850756002397011ec095370e5a7ed273c06-g015-0,902,1242,0.000,47.440
baf145f00cd15011eb0891304939b5259323-q01-0,14362,14362,0.000,48.200
ce6c0e9002369011ec08bb20f3128d160513-drug-0,0,0,0.000,42.260
bb6ccdc00238f011ec08bb20f3128d160513-c08-0,17168,20012,78.230,195.220
f850756002397011ec095370e5a7ed273c06-g014-0,901,1242,0.000,46.160
d6c7f2b002394011ec095370e5a7ed273c06-g07-0,803,1242,0.090,46.220
d6c7f2b002394011ec095370e5a7ed273c06-g015-0,807,1242,0.000,46.710
d86a9a6002353011ec08b01045e6de32e845-c012-0,0,0,0.000,41.900
b09d936002376011ec08b01045e6de32e845-g09-0,11915,26840,43.740,79.990
d6c7f2b002394011ec095370e5a7ed273c06-g014-0,807,1242,0.000,45.350
d88d9f300238e011ec08bb20f3128d160513-caoshm201-0,17167,20012,75.670,169.750
cda22ac002396011ec08bb20f3128d160513-g014-0,1216,1380,0.000,67.100
bafda2d002390011ec08b01045e6de32e845-c015-0,17568,20074,70.470,201.490
b2b0080002390011ec08b01045e6de32e845-c04-0,15382,20062,68.530,119.730
fec359100234a011ec095370e5a7ed273c06-c014-0,0,0,0.000,49.710
bb6ccdc00238f011ec08bb20f3128d160513-c016-0,17758,21944,78.740,202.290
dd8533700234e011ec095370e5a7ed273c06-zhangch262-0,0,0,0.000,22.120
d6c7f2b002394011ec095370e5a7ed273c06-g02-0,794,1242,0.000,46.900
e50f6cf002349011ec095370e5a7ed273c06-c023-0,0,0,0.000,42.610
e0bbc0800238d011ec095370e5a7ed273c06-weidq970-0,431,434,60.160,228.190
f850756002397011ec095370e5a7ed273c06-g024-0,902,1242,0.000,46.280
e4de720002396011ec08b01045e6de32e845-g018-0,348,1242,0.010,44.860
b9601a500fd2e011eb09ab60a9de5c5cd03e-gushzh280-0,20292,20320,92.880,321.190
bb6ccdc00238f011ec08bb20f3128d160513-caoshm201-0,17473,20012,78.860,207.400
d86a9a6002353011ec08b01045e6de32e845-c011-0,0,0,0.000,42.130
bafda2d002390011ec08b01045e6de32e845-c019-0,17438,20080,68.350,188.520
c1524b000237c011ec08b01045e6de32e845-g019-0,8800,26436,29.980,79.270
bb6ccdc00238f011ec08bb20f3128d160513-c015-0,17656,20014,79.310,209.680
b09d936002376011ec08b01045e6de32e845-g04-0,12068,26840,42.590,78.490
c1524b000237c011ec08b01045e6de32e845-g02-0,9067,26832,32.330,80.580
bafda2d002390011ec08b01045e6de32e845-c08-0,17632,20074,69.770,210.850
ef0171100238c011ec08bb20f3128d160513-g04-0,3449,32474,2.230,68.440
f850756002397011ec095370e5a7ed273c06-g016-0,902,1242,0.000,45.940
d86a9a6002353011ec08b01045e6de32e845-c08-0,0,0,0.000,42.770
fff315a00238f011ec095370e5a7ed273c06-weidq970-0,416,418,62.700,199.810
b2b0080002390011ec08b01045e6de32e845-c02-0,14766,20012,64.930,115.820
ccdd4d8002391011ec08b01045e6de32e845-weidq970-0,415,420,60.960,206.740
b09d936002376011ec08b01045e6de32e845-g018-0,11865,26434,43.960,77.290
bf4fdbe00ff39011eb0891304939b5259323-zhengxw1538-0,4017,8034,0.000,47.860
cd9af2000b2eb011eb09d48097e7183a9e51-lijp158-0,10754,10754,0.000,53.490
cda22ac002396011ec08bb20f3128d160513-g05-0,1231,1390,0.500,67.660
c1524b000237c011ec08b01045e6de32e845-g09-0,8867,26782,32.050,79.940
d6c7f2b002394011ec095370e5a7ed273c06-g022-0,870,1242,0.010,46.850
e69dbb200ce0a011eb09ab60a9de5c5cd03e-baseline-0,2964,4704,0.000,45.710
cda22ac002396011ec08bb20f3128d160513-g013-0,1228,1390,0.060,67.370
e1f6da700ff01011eb09ab60a9de5c5cd03e-gushzh280-0,20292,20320,97.190,250.100
bfb286b00238e011ec08bb20f3128d160513-g01-0,0,11,0.000,43.580
e50f6cf002349011ec095370e5a7ed273c06-c014-0,0,0,0.000,43.420
f03623f00238e011ec08bb20f3128d160513-caoshm201-0,16939,20012,78.860,118.790
b2f3598002392011ec08b01045e6de32e845-gushzh944-0,623,1936,20.880,48.580
e4de720002396011ec08b01045e6de32e845-g019-0,347,1242,0.000,44.610
b74c66a002381011ec08bb20f3128d160513-g08-0,12625,23348,52.170,80.840
b09d936002376011ec08b01045e6de32e845-g02-0,12081,26830,43.410,78.670
ef0171100238c011ec08bb20f3128d160513-g012-0,2905,32474,3.380,65.680
b91859100234b011ec095370e5a7ed273c06-c013-0,0,0,0.000,50.240
b74c66a002381011ec08bb20f3128d160513-g09-0,12558,23246,51.570,79.460
b74c66a002381011ec08bb20f3128d160513-g01-0,12379,23212,51.850,78.030
d86a9a6002353011ec08b01045e6de32e845-c01-0,0,0,0.000,41.370
c1524b000237c011ec08b01045e6de32e845-g04-0,8838,26444,31.550,80.610
b2f3598002392011ec08b01045e6de32e845-g010-0,414,1726,20.880,47.030
b74c66a002381011ec08bb20f3128d160513-g011-0,12656,23502,53.800,80.280
c1524b000237c011ec08b01045e6de32e845-g018-0,8807,26474,33.100,81.250
e717e7700236d011ec095370e5a7ed273c06-g012-0,0,0,0.000,50.450
bb6ccdc00238f011ec08bb20f3128d160513-c09-0,17727,20012,79.490,210.580
bafda2d002390011ec08b01045e6de32e845-c017-0,17699,20074,69.680,206.290
b91859100234b011ec095370e5a7ed273c06-c04-0,0,3,0.000,50.490
f850756002397011ec095370e5a7ed273c06-g021-0,902,1242,0.000,46.760
b09d936002376011ec08b01045e6de32e845-g019-0,11827,26434,40.180,78.330
d6c7f2b002394011ec095370e5a7ed273c06-g011-0,807,1242,0.000,46.620
b2f3598002392011ec08b01045e6de32e845-g06-0,443,1726,24.140,48.180
b74c66a002381011ec08bb20f3128d160513-g015-0,12560,23348,54.730,76.680
b91859100234b011ec095370e5a7ed273c06-c07-0,0,27,0.000,48.760
bafda2d002390011ec08b01045e6de32e845-c01-0,17610,20074,71.280,193.380
e4de720002396011ec08b01045e6de32e845-g01-0,348,1242,0.010,44.130
ef0171100238c011ec08bb20f3128d160513-g02-0,3348,32444,4.220,66.820
b987bd4002393011ec08b01045e6de32e845-g06-0,11140,12558,76.300,103.180
d6c7f2b002394011ec095370e5a7ed273c06-g03-0,790,1242,0.090,45.040
d6c7f2b002394011ec095370e5a7ed273c06-g019-0,813,1242,0.050,45.790
e50f6cf002349011ec095370e5a7ed273c06-c01-0,0,0,0.000,44.050
d6c7f2b002394011ec095370e5a7ed273c06-g021-0,848,1242,0.000,46.500
e4de720002396011ec08b01045e6de32e845-g05-0,328,1242,0.260,44.150
d86a9a6002353011ec08b01045e6de32e845-c019-0,0,0,0.000,40.900
b93d8d900225d011ec08b01045e6de32e845-zhangch2690-0,0,0,0.000,10.230
f850756002397011ec095370e5a7ed273c06-g04-0,900,1242,0.000,46.630
c3c728a002389011ec08b01045e6de32e845-g03-0,1221,1380,0.000,65.490
bafda2d002390011ec08b01045e6de32e845-c06-0,17289,20074,68.030,195.310
f850756002397011ec095370e5a7ed273c06-g019-0,902,1242,0.000,46.810
cda22ac002396011ec08bb20f3128d160513-g06-0,1227,1380,0.920,67.370
bb6ccdc00238f011ec08bb20f3128d160513-c024-0,17153,20012,75.520,199.810
fec359100234a011ec095370e5a7ed273c06-c012-0,0,0,0.000,49.350
d86a9a6002353011ec08b01045e6de32e845-c06-0,0,0,0.000,41.180
dd618e900238b011ec08bb20f3128d160513-weidq970-0,400,420,60.290,193.010
cbd07c700009b011ec08bb20f3128d160513-gushzh280-0,21310,21338,100.000,86.010
d6c7f2b002394011ec095370e5a7ed273c06-g05-0,818,1242,0.150,45.410
e717e7700236d011ec095370e5a7ed273c06-g06-0,0,0,0.000,50.570
bafda2d002390011ec08b01045e6de32e845-c012-0,17367,20080,70.680,190.930
b4abf0e002390011ec08bb20f3128d160513-weidq970-0,416,420,61.780,232.830
c3c728a002389011ec08b01045e6de32e845-g018-0,1214,1380,0.010,66.780
b91859100234b011ec095370e5a7ed273c06-c010-0,0,0,0.000,50.730
d86a9a6002353011ec08b01045e6de32e845-c015-0,0,0,0.000,40.940
b74c66a002381011ec08bb20f3128d160513-g016-0,12669,23408,53.980,81.570
d5c81a200238d011ec08b01045e6de32e845-weidq970-0,418,420,63.350,202.630
b91859100234b011ec095370e5a7ed273c06-c03-0,0,0,0.000,50.030
bb6ccdc00238f011ec08bb20f3128d160513-c017-0,17184,20016,77.540,216.140
d6c7f2b002394011ec095370e5a7ed273c06-g08-0,869,1242,0.000,46.200
f850756002397011ec095370e5a7ed273c06-g022-0,908,1242,0.100,47.020
e50f6cf002349011ec095370e5a7ed273c06-c020-0,0,0,0.000,43.130
bafda2d002390011ec08b01045e6de32e845-c011-0,17715,20080,70.150,185.060
e717e7700236d011ec095370e5a7ed273c06-g01-0,0,0,0.010,50.280
b2b0080002390011ec08b01045e6de32e845-c010-0,15172,20012,68.710,111.720
bfb286b00238e011ec08bb20f3128d160513-gushzh944-0,295,1250,0.010,45.100
e717e7700236d011ec095370e5a7ed273c06-g017-0,0,0,0.000,51.370
bd55757002391011ec08b01045e6de32e845-gushzh944-0,0,0,0.000,43.230
b2b0080002390011ec08b01045e6de32e845-c014-0,14874,20012,68.610,111.290
fec359100234a011ec095370e5a7ed273c06-c010-0,0,0,0.000,48.740
